name,address_line_1,city,state,zipcode,phone,email,website,hours
Dunnfurt Medical Center,7052 Rivas Lake Suite 877,Dunnfurt,RI,57692,3985434111,cthompson@example.org,http://www.torres.com/,"Mo - Fr 8:00 - 17:00, Sa - Su Closed"
New Melinda Clinic,1013 Fuentes Crossing,New Melinda,FL,72423,2604413475,gsmith@example.org,http://www.williamson.com/,Mo - Su 8:00 - 17:00
Aprilport Group,477 Hernandez Harbor,Aprilport,CA,93849,6776568870,qcampbell@example.com,http://www.avery.com/,Mo - Su 8:00 - 17:00
West Kylie Medical Center,699 Kevin Passage Apt. 268,West Kylie,NJ,05429,8718010571,xdaniel@example.net,https://barnett-tate.biz/,Mo - Su 10:00 - 17:00
Mckayhaven Health Center,07100 Gibson Center,Mckayhaven,FL,33882,5762609199,tjuarez@example.net,http://vasquez.com/,Mo - Su 8:00 - 19:00
Howardshire Group,38268 Jeffrey Springs Suite 841,Howardshire,ID,97581,8973765717,mholland@example.com,http://www.gonzales.net/,Mo - Su 8:00 - 16:00
Abigailfurt Medical,668 Vance Mills Suite 907,Abigailfurt,CA,66174,1114017736,heatherjones@example.com,http://www.reyes.com/,Mo - Su 9:00 - 17:00
Velazquezview Health,34447 Hines Gateway,Velazquezview,VA,47337,5365140325,jwalker@example.com,http://silva-scott.net/,"Mo - Fr 9:00 - 18:00, Sa - Su Closed"
Lake Latoyaburgh Group,9450 Snyder Wall Suite 425,Lake Latoyaburgh,SC,70002,5394091606,ujohnson@example.org,https://www.gray.biz/,"Mo - Fr 10:00 - 16:00, Sa - Su Closed"
West Mikemouth Clinic,66001 Lorraine Plain Suite 746,West Mikemouth,OK,83949,2872686458,drakejeanne@example.org,https://www.murray.biz/,"Mo - Fr 9:00 - 17:00, Sa - Su Closed"
Barbarahaven Medical,9641 Wendy Heights Apt. 061,Barbarahaven,WA,70698,7952800147,keithmendoza@example.net,https://www.hardin.com/,"Mo - Fr 7:00 - 16:00, Sa - Su Closed"
Lake Ashleyland Medical,69131 Sullivan Pass Suite 406,Lake Ashleyland,AZ,29447,4910653514,hjohnson@example.org,http://www.ellis-ramirez.com/,"Mo - Fr 10:00 - 18:00, Sa - Su Closed"
West Andrewhaven University Medical Group,16180 Joseph Meadow Apt. 033,West Andrewhaven,AK,70274,5811083014,michelegonzalez@example.com,http://calderon.net/,"Mo - Fr 7:00 - 16:00, Sa - Su Closed"
North Julie Clinic,23494 Robert Mountain Suite 989,North Julie,NY,16727,9758161620,ocurry@example.com,http://woods.com/,"Mo - Fr 8:00 - 16:00, Sa - Su Closed"
New Nathan Health Center,310 Braun Mission Suite 783,New Nathan,OK,33525,2046241237,collin81@example.net,http://www.smith-miller.com/,Mo - Su 10:00 - 18:00
Bakerchester Clinic,277 Smith Mountains Apt. 268,Bakerchester,WV,43170,8434025304,jasmine86@example.org,http://lee.com/,"Mo - Fr 8:00 - 16:00, Sa - Su Closed"
Ashleybury Health Center,732 Cole View Suite 603,Ashleybury,KS,76105,6226630736,laura47@example.net,https://www.travis.biz/,Mo - Su 8:00 - 16:00
Jeromeborough Memorial Hospital,7565 Sparks Hollow Apt. 919,Jeromeborough,OK,14059,9767236960,alan67@example.com,http://www.carroll-knight.com/,"Mo - Fr 9:00 - 19:00, Sa - Su Closed"
East Lauren Medical Clinic,93446 Brian Circles Suite 095,East Lauren,HI,78226,1035276771,davidbutler@example.net,https://www.hernandez.com/,"Mo - Fr 8:00 - 19:00, Sa - Su Closed"
West Davidmouth Medical Clinic,10802 Garcia Rest,West Davidmouth,AR,19952,5009871683,wandajarvis@example.com,http://herrera.org/,"Mo - Fr 7:00 - 16:00, Sa - Su Closed"
New Matthewport Health,6226 Merritt Rest Apt. 599,New Matthewport,AS,37722,8479936981,petersebony@example.net,http://www.stout.info/,"Mo - Fr 7:00 - 16:00, Sa - Su Closed"
Tuckerside Memorial Hospital,60547 Dominguez Fords,Tuckerside,NM,16992,9201212906,daniel77@example.org,https://porter.com/,"Mo - Fr 7:00 - 17:00, Sa - Su Closed"
Port Wendy University Medical Group,298 Jeffrey Greens Apt. 282,Port Wendy,PA,41698,4257165645,krussell@example.com,http://myers.com/,Mo - Su 7:00 - 18:00
North Juliefort Clinic,9709 Travis Ridges,North Juliefort,AR,71703,7939980716,xjohnson@example.org,http://www.ferguson.com/,Mo - Su 8:00 - 17:00
East Jeffery Medical Clinic,70034 Leon Throughway Apt. 983,East Jeffery,GU,35563,9200880369,kimberly51@example.com,https://martin-watkins.com/,"Mo - Fr 7:00 - 16:00, Sa - Su Closed"
Jenniferton Medical,113 James Fords Suite 246,Jenniferton,FM,96515,7304926594,robinsonkevin@example.net,https://dorsey.com/,"Mo - Fr 7:00 - 19:00, Sa - Su Closed"
South Jessicaton Memorial Hospital,315 Nelson Mill Apt. 648,South Jessicaton,SD,81324,3831027317,goodmanrichard@example.com,https://www.bryant-perez.com/,"Mo - Fr 9:00 - 19:00, Sa - Su Closed"
Ryanfort Health,38579 Barbara Crossing Suite 332,Ryanfort,MS,81248,4278630417,jessicabradley@example.org,https://www.castillo.com/,Mo - Su 7:00 - 18:00
Lindseyland Clinic,37023 Susan Valley Apt. 460,Lindseyland,IN,04024,5628299678,michaelstevens@example.org,https://www.white.net/,Mo - Su 9:00 - 19:00
East Colleen Health Center,187 William Park Apt. 660,East Colleen,KY,83768,7318779169,perezmelinda@example.org,https://www.martin-floyd.com/,Mo - Su 9:00 - 18:00
West Carolshire Medical Clinic,405 James Cliffs,West Carolshire,WA,02734,4341575074,karen95@example.com,http://reynolds.net/,Mo - Su 10:00 - 19:00
Jamesside Clinic,868 Reginald Falls Apt. 482,Jamesside,NH,06528,3522562733,ronaldtran@example.org,http://www.tran-bennett.net/,"Mo - Fr 9:00 - 16:00, Sa - Su Closed"
Edwardsberg Group,17838 Paul Square Apt. 672,Edwardsberg,PW,79487,3448451626,taylorneil@example.org,http://morales.com/,"Mo - Fr 9:00 - 18:00, Sa - Su Closed"
Wheelermouth Health Center,3440 Williams Parkways,Wheelermouth,PW,29258,5410508058,kentashley@example.org,https://www.williams.com/,Mo - Su 8:00 - 19:00
Lake Michaelside Memorial Hospital,909 Brandon Mountain Apt. 081,Lake Michaelside,NV,37943,6441129293,moonamy@example.net,http://phillips.info/,"Mo - Fr 8:00 - 17:00, Sa - Su Closed"
Karenshire Memorial Hospital,698 Perez Divide,Karenshire,MN,44056,4739219676,kathleen62@example.net,http://skinner.net/,"Mo - Fr 9:00 - 18:00, Sa - Su Closed"
Prestonmouth Health,4078 Michael Forge,Prestonmouth,AZ,60019,7125516878,daisy49@example.com,http://www.frank.com/,"Mo - Fr 8:00 - 16:00, Sa - Su Closed"
Jennaville Clinic,25486 Humphrey Villages,Jennaville,NJ,38811,5994584230,stephanie17@example.org,http://pearson.org/,Mo - Su 7:00 - 17:00
Lake Sarah Medical Center,2978 Kara Heights,Lake Sarah,MI,79883,2752961438,christine46@example.net,http://www.haas.org/,"Mo - Fr 9:00 - 16:00, Sa - Su Closed"
Port Daniel Medical Clinic,788 Ricardo Road Apt. 413,Port Daniel,SC,02916,3162970186,tina95@example.net,https://cannon-meyer.com/,"Mo - Fr 9:00 - 17:00, Sa - Su Closed"
Taylormouth Health,072 Robinson Neck,Taylormouth,LA,31284,1084380654,robert41@example.net,https://warner-young.com/,Mo - Su 10:00 - 18:00
Port Patrick Clinic,9056 Matthew Parks Apt. 546,Port Patrick,IA,24394,5666417658,seanhoffman@example.org,http://www.flynn.com/,Mo - Su 9:00 - 17:00
Lake Bryanport Medical,442 Rickey Common Suite 005,Lake Bryanport,FL,96042,1977444234,joneswanda@example.net,https://castillo.com/,"Mo - Fr 9:00 - 16:00, Sa - Su Closed"
Coxfurt Clinic,27908 Rachel Mills,Coxfurt,PW,91744,5693551987,patrick25@example.com,https://www.smith-johnson.com/,Mo - Su 7:00 - 18:00
Guyview Memorial Hospital,07221 Snyder Plains Suite 503,Guyview,SD,59394,2587740501,garciachad@example.org,http://santana.info/,Mo - Su 8:00 - 17:00
East Williammouth Medical Center,711 Rodriguez Station,East Williammouth,AL,69341,7740551079,njohnson@example.com,http://www.coffey-collier.com/,"Mo - Fr 8:00 - 16:00, Sa - Su Closed"
Smithshire Health,70725 Edwards Oval,Smithshire,NE,41505,3547639237,proctorricky@example.net,http://www.horn-woodard.net/,"Mo - Fr 8:00 - 17:00, Sa - Su Closed"
East Mollychester Medical Clinic,268 Edward Glens,East Mollychester,FL,30731,2900231022,richardsullivan@example.com,http://robinson-oneill.com/,Mo - Su 7:00 - 17:00
Rickyfurt Medical,336 Jeffrey Row,Rickyfurt,MD,88657,6608001271,fitzgeraldadam@example.org,https://www.snow.com/,Mo - Su 10:00 - 17:00
Johnchester Clinic,88063 Kathleen Loop,Johnchester,AR,22930,8133255529,caldwellashley@example.net,http://rollins-juarez.net/,"Mo - Fr 8:00 - 18:00, Sa - Su Closed"
Jessicaton University Medical Group,30713 Garcia Views,Jessicaton,MO,25389,9153402433,hmoreno@example.net,http://www.gilmore.com/,Mo - Su 10:00 - 19:00
Ambermouth Medical,00052 Walton River,Ambermouth,MD,71689,7141406878,tcarr@example.com,http://harris-jacobs.com/,Mo - Su 7:00 - 17:00
Deborahbury Medical Clinic,3705 Reed Vista Apt. 559,Deborahbury,OK,13782,3976623593,alexis57@example.net,http://www.ruiz-chapman.com/,Mo - Su 10:00 - 19:00
New Erika Clinic,491 King Passage,New Erika,SD,39525,9996100040,manndeborah@example.org,https://www.obrien-murray.com/,Mo - Su 8:00 - 16:00
Ricardostad University Medical Group,82891 Ford Forest Suite 601,Ricardostad,VA,37245,7289267229,michaelwhite@example.org,http://www.smith-thompson.com/,"Mo - Fr 9:00 - 19:00, Sa - Su Closed"
Juareztown Medical Center,9450 Tony Mall,Juareztown,LA,64770,9705866481,fjames@example.org,http://cook.info/,"Mo - Fr 10:00 - 16:00, Sa - Su Closed"
Thompsonhaven University Medical Group,3490 Guerrero Parks Suite 138,Thompsonhaven,NM,70759,9652950460,ortegajoseph@example.org,http://www.jones-chapman.com/,Mo - Su 10:00 - 16:00
Lewisborough Memorial Hospital,567 Harold Junctions Suite 091,Lewisborough,MO,81886,6384085198,dmartinez@example.net,https://guerra.biz/,"Mo - Fr 7:00 - 18:00, Sa - Su Closed"
Lake Mary Medical,4257 Joshua Pine Apt. 749,Lake Mary,VA,20304,2547905266,marcuschandler@example.com,https://www.brown-miller.com/,Mo - Su 9:00 - 19:00
West Alejandro Medical,0342 Carr Springs,West Alejandro,WY,81452,9352954862,mackenzie42@example.org,http://www.friedman.com/,Mo - Su 10:00 - 16:00
Port Amber Medical,874 Costa Greens,Port Amber,NV,63986,7917514392,victoriasullivan@example.org,http://www.walker.com/,"Mo - Fr 8:00 - 18:00, Sa - Su Closed"
Nicoleberg Clinic,532 Charles Fort Suite 708,Nicoleberg,MP,32777,5542090524,brittanyberg@example.org,https://www.huff.info/,"Mo - Fr 7:00 - 16:00, Sa - Su Closed"
Matthewmouth University Medical Group,31683 Gina Mills Suite 872,Matthewmouth,IN,66002,8079270877,christinacobb@example.com,http://www.beck.net/,Mo - Su 9:00 - 18:00
Rodriguezport Medical,424 Richard Centers Suite 588,Rodriguezport,OH,89944,4687405758,smithchristopher@example.com,http://www.hill.com/,Mo - Su 8:00 - 16:00
North Zachary Medical Clinic,778 Santos Stravenue,North Zachary,ID,31855,6137455129,tschmidt@example.com,https://www.stephenson.com/,"Mo - Fr 7:00 - 18:00, Sa - Su Closed"
East Molly Clinic,93467 Jason Crest,East Molly,AS,33883,1282987279,kathleen64@example.com,http://ferguson.org/,Mo - Su 9:00 - 19:00
Leeport Health Center,3532 Shelton Squares Suite 847,Leeport,IA,25355,3286598236,mariosilva@example.com,http://robinson-perkins.net/,Mo - Su 9:00 - 16:00
Davisshire Health,4924 Douglas Springs,Davisshire,VT,20375,9660410589,yrodriguez@example.com,http://www.smith.info/,Mo - Su 10:00 - 18:00
Lake Russellmouth Memorial Hospital,8934 Manning Mountain Apt. 314,Lake Russellmouth,CT,58059,9040344767,andersonsue@example.org,https://lang-hill.com/,Mo - Su 8:00 - 19:00
Tinatown Health Center,7100 Sarah Via,Tinatown,DC,81059,1206741810,john63@example.com,https://blair.com/,Mo - Su 9:00 - 19:00
Woodchester Memorial Hospital,2531 Patricia Stream Suite 091,Woodchester,TX,33396,3503627982,charlesharris@example.org,http://garza.info/,Mo - Su 7:00 - 19:00
Mooreborough Medical,6690 Turner Spring,Mooreborough,DC,65774,5556770642,brianna13@example.net,https://browning.com/,Mo - Su 8:00 - 17:00
North Dustinborough Clinic,788 Kimberly Keys Apt. 892,North Dustinborough,OH,96183,9256617438,pdudley@example.net,https://www.garrett.net/,Mo - Su 9:00 - 19:00
South Joseville Health,030 Mora Prairie Suite 284,South Joseville,GA,50079,7906874868,mark56@example.com,http://www.smith-thompson.com/,"Mo - Fr 10:00 - 18:00, Sa - Su Closed"
Coxstad Clinic,71394 John Turnpike,Coxstad,ID,15436,1113557224,christopher66@example.org,https://hall.info/,Mo - Su 8:00 - 17:00
Port Kyle Group,0815 Perry Knoll Suite 498,Port Kyle,MA,23945,7341550081,harringtonluis@example.org,https://rhodes-hobbs.com/,Mo - Su 10:00 - 19:00
Mariaton Clinic,245 Pamela Isle Suite 000,Mariaton,DE,04062,2227165229,cookpatty@example.net,http://alvarez-keller.com/,Mo - Su 7:00 - 18:00
Hawkinsmouth Memorial Hospital,0055 Fields Run,Hawkinsmouth,NH,48480,1292369228,xescobar@example.net,https://www.cochran-dixon.com/,"Mo - Fr 9:00 - 16:00, Sa - Su Closed"
South Jamestown Health Center,90507 Frederick Fort Suite 733,South Jamestown,MS,24389,9201547044,helen98@example.net,https://www.adkins.com/,"Mo - Fr 9:00 - 18:00, Sa - Su Closed"
South Daniel Medical,9659 Rodriguez Fork,South Daniel,PW,64526,4829952422,joseph92@example.org,https://park.com/,Mo - Su 8:00 - 19:00
Heathertown Clinic,52598 Young Fort Apt. 472,Heathertown,ND,38954,2281684843,wjenkins@example.com,http://www.pena.com/,Mo - Su 7:00 - 19:00
North Melissa Group,8700 Davenport Pines,North Melissa,PA,96204,3004092005,daniel14@example.com,http://martinez.biz/,"Mo - Fr 10:00 - 16:00, Sa - Su Closed"
South Joshua Clinic,0014 Lori Avenue Apt. 809,South Joshua,MT,24817,8711420049,usmith@example.com,https://www.mason-lewis.com/,"Mo - Fr 8:00 - 19:00, Sa - Su Closed"
Leport Medical Clinic,0313 Nicholas Green,Leport,VI,08426,6188778279,sullivantyler@example.org,https://www.taylor.com/,"Mo - Fr 7:00 - 19:00, Sa - Su Closed"
North Jenny Group,7634 Patrick Rapids Apt. 137,North Jenny,VA,92063,7599042740,brownjennifer@example.org,https://adams-miller.org/,Mo - Su 10:00 - 19:00
West Jose Medical Center,419 Margaret Neck Apt. 626,West Jose,GA,77025,2628026304,gmcintosh@example.com,https://www.price-gates.com/,Mo - Su 8:00 - 19:00
Phillipport Memorial Hospital,7582 Nichols Plains Suite 100,Phillipport,HI,15860,9336638985,qmaldonado@example.org,https://diaz.com/,Mo - Su 7:00 - 17:00
Wilsonstad Medical Clinic,268 King Viaduct,Wilsonstad,GA,32482,1154887880,edward75@example.net,https://hicks.biz/,Mo - Su 10:00 - 19:00
East Maria University Medical Group,5175 Felicia Avenue Suite 469,East Maria,AL,45872,4609019004,jessica54@example.net,http://www.sharp.net/,"Mo - Fr 8:00 - 19:00, Sa - Su Closed"
Dennisville Memorial Hospital,55472 Mullins Corners Apt. 529,Dennisville,KS,39752,1195558765,gcannon@example.org,https://www.daniels.org/,Mo - Su 8:00 - 16:00
Lake Zacharyburgh Group,099 Melissa Wall,Lake Zacharyburgh,WI,38858,4683174805,paul97@example.net,https://brown-ramsey.com/,Mo - Su 7:00 - 17:00
South Jay Health Center,38407 Rebecca Vista,South Jay,WY,56296,9468679337,williamskimberly@example.net,https://www.michael.com/,"Mo - Fr 9:00 - 19:00, Sa - Su Closed"
South George Group,36254 Sarah Dale,South George,MI,43859,8478745501,apennington@example.org,https://gutierrez-newton.net/,Mo - Su 10:00 - 19:00
North Ashleystad Medical Clinic,5991 Mathews Crest,North Ashleystad,IA,86476,4320066937,xbell@example.org,https://oconnor.com/,"Mo - Fr 9:00 - 17:00, Sa - Su Closed"
East Brianstad Group,750 Clark Roads,East Brianstad,LA,04969,1776398922,nwilson@example.net,http://www.stephenson.biz/,"Mo - Fr 9:00 - 16:00, Sa - Su Closed"
Wisestad University Medical Group,72274 Ann Camp Apt. 505,Wisestad,CO,71334,2422718683,lopezmark@example.com,https://www.smith.net/,Mo - Su 9:00 - 19:00
Lake Holly Memorial Hospital,202 Bryant Light,Lake Holly,NV,61188,5327919163,stricklandcorey@example.net,http://wright.com/,"Mo - Fr 9:00 - 18:00, Sa - Su Closed"
South Michael Medical,7044 Grant Stravenue,South Michael,KY,29860,9425627846,dawn07@example.com,https://johnson.biz/,"Mo - Fr 7:00 - 16:00, Sa - Su Closed"
Colemanport Medical Center,588 Stephen Locks Suite 962,Colemanport,MP,05436,6003666683,brandonpratt@example.com,https://www.hill.com/,"Mo - Fr 8:00 - 17:00, Sa - Su Closed"
Port Jorgestad Health,9326 Rasmussen Springs Apt. 996,Port Jorgestad,MO,35017,9459484521,allenmichael@example.org,http://rice.net/,Mo - Su 10:00 - 18:00
Davidmouth Memorial Hospital,53495 Brennan Station,Davidmouth,NV,18732,8091995750,nelsonsandra@example.net,https://harris.com/,"Mo - Fr 7:00 - 17:00, Sa - Su Closed"
Owensburgh Health Center,559 Michael Mills,Owensburgh,GU,57326,7118748087,jenniferjames@example.com,http://atkins-harrison.com/,"Mo - Fr 8:00 - 19:00, Sa - Su Closed"
Zacharystad University Medical Group,9193 Nichole View Apt. 420,Zacharystad,HI,56801,6928642045,wmendoza@example.com,http://martin.com/,Mo - Su 7:00 - 19:00
Port Caitlynport University Medical Group,87026 Miller Turnpike Suite 601,Port Caitlynport,MS,04330,8776804459,jennifer51@example.org,http://harris-scott.biz/,Mo - Su 10:00 - 18:00
North Angelafort Group,8785 Francisco Lakes Apt. 604,North Angelafort,WI,72093,5396738953,allenlisa@example.org,http://garza.info/,"Mo - Fr 8:00 - 19:00, Sa - Su Closed"
Castilloborough Memorial Hospital,2533 Christina Forest Apt. 949,Castilloborough,MD,10171,7619077778,emilylewis@example.org,https://www.reed.com/,"Mo - Fr 10:00 - 18:00, Sa - Su Closed"
New David Group,950 Pope Springs Apt. 643,New David,MH,75727,1650027875,newmankristopher@example.org,https://www.nelson.com/,"Mo - Fr 8:00 - 17:00, Sa - Su Closed"
Port Gabriel Memorial Hospital,4616 Payne View Suite 058,Port Gabriel,PA,92915,3252927587,robert50@example.org,http://www.terry.info/,Mo - Su 9:00 - 17:00
Lake Eric Clinic,04286 Rodriguez Manors,Lake Eric,ND,89039,6316393967,fosborn@example.org,http://www.ellis-salazar.net/,Mo - Su 10:00 - 17:00
South Grace Memorial Hospital,1701 Michelle Corner Apt. 612,South Grace,IN,55618,2625722995,garciacharles@example.net,https://www.chapman.com/,"Mo - Fr 10:00 - 17:00, Sa - Su Closed"
Lake Christopherstad Medical Clinic,2355 Peters Circles Suite 868,Lake Christopherstad,WI,82959,2865012614,lisa73@example.org,http://williams.org/,"Mo - Fr 9:00 - 19:00, Sa - Su Closed"
Bryanfort Health,7320 Sierra Trafficway,Bryanfort,NC,35940,5031713645,vsutton@example.net,https://sanders.com/,"Mo - Fr 10:00 - 18:00, Sa - Su Closed"
Lake Jasontown Memorial Hospital,174 Samuel Ferry Apt. 572,Lake Jasontown,WI,31644,3800266291,icurtis@example.org,http://gibson.org/,Mo - Su 9:00 - 18:00
New Johnnyview Group,47154 Lee Pass Apt. 852,New Johnnyview,IL,05294,9988359276,stewartchristine@example.net,https://patton.com/,Mo - Su 9:00 - 16:00
Rachelview University Medical Group,8452 Teresa Stream Suite 068,Rachelview,IA,81457,7696211693,ymcdonald@example.net,http://beasley-smith.biz/,Mo - Su 8:00 - 17:00
Kellybury Group,462 Jason River,Kellybury,WI,53323,5958314089,andrewwright@example.org,http://www.king.com/,Mo - Su 8:00 - 17:00
Reedfort Medical,81402 Hicks Flat Apt. 979,Reedfort,OK,88192,4581683113,hamptonmelanie@example.com,http://www.perez-ford.com/,"Mo - Fr 8:00 - 19:00, Sa - Su Closed"
New Brian Medical Center,02349 Adams Plaza,New Brian,PA,10718,2345203239,michelle64@example.com,http://www.mcconnell.biz/,Mo - Su 10:00 - 18:00
South Kristenton Clinic,921 Michael Avenue,South Kristenton,MD,44851,5184359078,jacobdominguez@example.com,http://www.james.com/,Mo - Su 9:00 - 18:00
Nicholasfort Clinic,899 Ho Skyway Suite 061,Nicholasfort,FL,55351,4375794260,cohenjade@example.net,https://cooper-steele.com/,"Mo - Fr 9:00 - 17:00, Sa - Su Closed"
Lake Joseph Medical Clinic,8379 Robinson Well Apt. 912,Lake Joseph,VI,27833,2369536024,vhill@example.com,http://www.nunez-mack.com/,Mo - Su 8:00 - 17:00
Johnside Group,9759 Samantha Station,Johnside,AK,05689,4355318044,estevens@example.com,https://www.jordan-jackson.net/,"Mo - Fr 8:00 - 18:00, Sa - Su Closed"
North Jamie Group,33255 Heather Court,North Jamie,FM,91098,8645885742,hellis@example.com,http://www.morton-smith.biz/,"Mo - Fr 7:00 - 18:00, Sa - Su Closed"
South Jennifer Group,1401 Tammy Greens,South Jennifer,GU,00568,9021669072,hayesxavier@example.org,https://www.olson.com/,Mo - Su 7:00 - 19:00
East Jonathan University Medical Group,291 Flores Run,East Jonathan,GA,65549,1906610648,ubaker@example.net,https://hill.org/,"Mo - Fr 10:00 - 16:00, Sa - Su Closed"
Port Williamfort University Medical Group,4252 Taylor Villages Suite 480,Port Williamfort,SC,77045,3586681450,danny74@example.net,http://www.kelley-phillips.com/,Mo - Su 9:00 - 17:00
North Allisonton Health,3220 Schneider Hill,North Allisonton,CO,72436,6718097892,james89@example.net,https://www.harris.biz/,Mo - Su 8:00 - 16:00
Lake Crystalbury Group,026 Ford Knoll,Lake Crystalbury,DC,52212,3727882658,judy83@example.net,https://www.harris.com/,"Mo - Fr 8:00 - 17:00, Sa - Su Closed"
Greenhaven Group,212 Chapman Estate,Greenhaven,MT,72349,1393626015,umason@example.net,https://stevens-rios.info/,Mo - Su 8:00 - 17:00
North Joshuahaven Group,065 Chang River Suite 925,North Joshuahaven,OK,38647,6157377649,chavezryan@example.com,http://www.mendoza.com/,"Mo - Fr 9:00 - 17:00, Sa - Su Closed"
North Amandaville Medical Clinic,235 Smith Club,North Amandaville,VT,43926,2513181279,carol46@example.org,http://www.gibson-sheppard.org/,"Mo - Fr 10:00 - 17:00, Sa - Su Closed"
East John Medical Center,4201 Michael Vista Suite 011,East John,TN,84184,5221553794,mriley@example.net,https://rivas.com/,"Mo - Fr 8:00 - 19:00, Sa - Su Closed"
Evansland Medical Clinic,47298 Hobbs Road,Evansland,TN,25527,1645955645,jennifer02@example.net,https://willis-morris.com/,Mo - Su 9:00 - 17:00
Valerieton Health Center,3987 Carrie Parkways Apt. 536,Valerieton,PA,52358,5980139192,mariahlee@example.net,http://www.good.com/,"Mo - Fr 10:00 - 18:00, Sa - Su Closed"
East Williamfurt Health Center,7748 Davis Mill,East Williamfurt,IN,57090,8873498567,nicholas13@example.net,http://www.ruiz.net/,Mo - Su 8:00 - 19:00
Thompsonshire University Medical Group,4393 Davis Cliffs,Thompsonshire,AR,40989,5931113499,osimmons@example.org,https://www.ramirez.net/,Mo - Su 7:00 - 17:00
North Deborah Memorial Hospital,0917 Ann Harbors Suite 631,North Deborah,IL,59187,2932548265,keithanderson@example.org,https://adkins-smith.biz/,"Mo - Fr 9:00 - 16:00, Sa - Su Closed"
East Phillip Medical,15970 Wood Union,East Phillip,AZ,01282,3209579338,harrismichael@example.org,https://townsend.com/,"Mo - Fr 9:00 - 17:00, Sa - Su Closed"
Hollyside Clinic,1117 Woods Extensions,Hollyside,RI,25207,1652508666,rileykenneth@example.org,http://www.coffey.com/,Mo - Su 8:00 - 16:00
Beckfurt Medical Clinic,51455 Wilkins Freeway,Beckfurt,MH,67077,9100215058,younganna@example.com,https://montoya-rodgers.com/,Mo - Su 10:00 - 18:00
Lake Angelaland Health Center,256 Eric Forks Apt. 533,Lake Angelaland,WA,84816,3582971659,stevenowens@example.net,https://www.powers-harris.com/,"Mo - Fr 8:00 - 16:00, Sa - Su Closed"
Jacobfort Health Center,213 Cindy Alley Suite 725,Jacobfort,IA,14572,1040396628,caroline94@example.org,https://www.johnson.org/,"Mo - Fr 9:00 - 19:00, Sa - Su Closed"
Portermouth Clinic,6877 Frey Points Suite 530,Portermouth,IA,74815,4749426334,kburns@example.net,http://scott-smith.info/,Mo - Su 10:00 - 16:00
Gloverfort University Medical Group,05830 King Roads Suite 138,Gloverfort,NE,25375,3615085797,orodriguez@example.org,http://www.olsen-young.net/,Mo - Su 8:00 - 16:00
Barnettport Medical Clinic,56761 Michael Loop Apt. 788,Barnettport,NY,03702,9547458558,chase78@example.net,https://burns-hutchinson.org/,"Mo - Fr 7:00 - 17:00, Sa - Su Closed"
South Makayla Memorial Hospital,005 Jamie Expressway Apt. 338,South Makayla,WA,99744,3141625964,snydersamantha@example.org,http://www.lynn.info/,Mo - Su 10:00 - 17:00
New Donaldberg Health Center,82938 Mendez Inlet Apt. 123,New Donaldberg,ND,13198,4476065698,jacquelinesmith@example.org,http://santos-phillips.org/,"Mo - Fr 9:00 - 19:00, Sa - Su Closed"
North Ronald Medical,912 Raymond Causeway,North Ronald,MO,58566,9325274845,gonzalezlisa@example.org,https://anderson.com/,"Mo - Fr 8:00 - 18:00, Sa - Su Closed"
West Laurenport Health,133 Jose Inlet,West Laurenport,CT,11367,4494416892,eric77@example.org,https://spears-long.biz/,Mo - Su 9:00 - 16:00
New Scott University Medical Group,496 Danielle Wall,New Scott,GU,58058,3094964485,ewright@example.org,http://www.carter.org/,"Mo - Fr 10:00 - 16:00, Sa - Su Closed"
Sherryberg Group,09293 Jason Estates,Sherryberg,PW,48947,4869257416,tannermarshall@example.com,https://www.stokes.biz/,"Mo - Fr 8:00 - 17:00, Sa - Su Closed"
Dudleyside Clinic,2786 Amanda Lodge Apt. 358,Dudleyside,AR,78833,6462127534,qcampbell@example.net,http://howard-barton.com/,"Mo - Fr 10:00 - 17:00, Sa - Su Closed"
South Kellymouth Medical,10441 Lindsay Mount,South Kellymouth,MO,09081,2287488893,charlesphillips@example.net,https://www.flowers.com/,Mo - Su 10:00 - 16:00
Clarkberg Medical,2261 Rogers Inlet Suite 165,Clarkberg,HI,35190,9016979418,crystal14@example.org,http://www.curtis-norris.biz/,Mo - Su 8:00 - 17:00
Ashleyburgh University Medical Group,849 Stewart Mountains Suite 288,Ashleyburgh,VA,13987,2036383683,dustin89@example.net,https://lewis.com/,"Mo - Fr 7:00 - 16:00, Sa - Su Closed"
Wilsonburgh Health,524 David Lakes,Wilsonburgh,NH,58279,9379117085,lawrencechristopher@example.net,http://austin.net/,"Mo - Fr 8:00 - 18:00, Sa - Su Closed"
South Susanmouth Memorial Hospital,852 Jim Street Suite 385,South Susanmouth,IN,08888,4284926723,hhall@example.org,http://mejia.com/,Mo - Su 8:00 - 19:00
Port Deannafurt Medical Center,03542 Joshua Lane,Port Deannafurt,AR,68201,8986525176,martinezmark@example.com,https://www.lewis.biz/,"Mo - Fr 9:00 - 17:00, Sa - Su Closed"
Watsonborough Health,282 Shaw Villages,Watsonborough,KS,16863,1578183698,jimmycole@example.org,http://wilson-johnston.com/,Mo - Su 7:00 - 16:00
Lake Hayleystad Health Center,65266 Shane Pike Apt. 067,Lake Hayleystad,TN,65980,1925141762,xhoward@example.net,http://www.stewart.com/,"Mo - Fr 7:00 - 19:00, Sa - Su Closed"
